data_index,用户名,评论日期,电脑配置,评论内容,有用数,重复购买情况,评分,内存,硬盘,屏幕大小
539,雨***1,2025-03-01,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,运行速度：不错，只是用于日常办公还挺快的，也不打这游戏，追个剧和综艺，够用了，哈哈哈屏幕效果：16英寸的屏幕很大很清晰，键盘是104个键的，很好用，特别喜欢不影响我打字的速度了。外形外观：电脑很简约，很大气，银灰色看着也很有质感，耐看，手感也不错。轻薄程度：还挺轻薄的，但是有质感，拿着手也不费劲，重量还行，感觉还挺适合女生的。散热性能：还行，平放在办公桌上，用了几个小时电脑也不会很热烫。其他特色：,0,否,5,32G,1T,16
540,三***鱼,2025-02-24,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,京东速度杠杠的，三点下单七点收到，赞，联想小新16寸，大小合适，酷睿 Ultra处理器，全尺寸键盘，键盘手感好，4斤左右算轻薄，运行速度快，智能识别，散热无声，不错。,0,否,5,32G,1T,16
541,j***4,2025-02-28,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,运行速度：非常流畅屏幕效果：很高清散热性能：散热性能好外形外观：外观很漂亮是我喜欢的类型轻薄程度：拿在手里很轻便，出门带着也方便Ultra5这款产品质量很好用着也可以,0,该店铺购买≥2次,5,32G,1T,16
542,麟***鲤,2025-02-16,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,运行速度：很快，配置不错屏幕效果：很好!清晰度高!护眼模式很好，有点智能散热性能：散热东京目前为止还可以外形外观：很喜欢深灰色轻薄程度：很轻薄，便携，无压力运行时声音不大，CPU直接飚到100%，风扇声音有一些些吧。,0,否,5,32G,1T,14
543,果***豆,2025-03-03,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,小新酷睿Ultra16这款颜色很清新，运行内存也很大，用起来还是很丝滑的，平时办公用用这个价位还是非常香的，暂时用的整体感觉还不错，京东物流也很快，3c一直是京东上，还是很有保证的，很满意的一次购物,0,否,5,32G,1T,16
544,六***虾,2025-04-09,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,一直以来都用的联想这个品牌，以前的老款给家人了，对比之后选择了这款，酷睿UItra 5系统流畅，趁着国补，性价比最好的时候果断下单。电脑运行速度快、开机快速，续航时间长，充电很快，14寸大小很适合且重量不足4斤，真正意义上的轻薄本，便于携带。,1,该店铺购买≥2次,5,32G,1T,14
545,l***3,2025-03-08,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,正想换笔记本电脑，趁有补贴赶紧下单心心念念的联想小新Pro16，酷睿Ultra 32G 1T 果然不失所望，外观漂亮！电脑速度很快，很安静，显示屏也很惊艳，连续使用了3小时，机身也没怎么发热，非常满意。电池充电很快，续航能力也很强，使用3小时还有70%的电！,0,该店铺购买≥2次,5,32G,1T,16
546,faod96xknx88fl,2025-10-11,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,目前总体不错，适合选择,0,否,3,32G,1T,16
547,伤***2,2025-03-17,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,运行速度：很快，不愧是酷睿Ultra屏幕效果：很靓，很喜欢散热性能：很好，运行也没啥声音外形外观：很高档，很漂亮轻薄程度：很轻，方便携带,0,该店铺购买≥2次,5,32G,1T,14
548,丹***马,2025-02-15,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,这款使用的是酷睿ultra5处理器，性能好还兼顾省电，屏幕超级清晰，本子也不重，性能很好足够使用，国补后非常划算，用个七八年没问题。32G内存，1T硬盘，还有个扩展位,0,该店铺购买≥2次,5,32G,1T,14
549,j***d,2025-05-02,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,酷睿ultra屏幕效果：16寸屏幕很爽，黑边很窄，看起来很舒服，屏幕很清晰，色彩很正轻薄程度：很轻薄便携，带出去办公也方便运行速度：运行速度很快，反应灵敏，不卡顿,5,该店铺购买≥2次,5,32G,1T,16
550,3***e,2025-05-09,【2025新款】Pro16英寸 OLED高刷 标压酷睿2代Ultra 5|32G 1T,小新pro16很好用，开机快，屏幕显示清晰，分辨率很高，选的是酷睿版，32G1T，应该更稳定吧，打开程序感觉速度很快。享受政府补贴，节省了一千多，物有所值。系统很干净，要自己按装程序。京东发货就是快，第二天就到了，赞一个。,16,该店铺购买≥2次,5,32G,1T,16
551,o***0,2025-03-28,16英寸酷睿版 标压酷睿Ultra 5|32G 1T,运行速度：非常快屏幕效果：效果很好散热性能：散热很不错，玩了一晚上，一点也不烫手外形外观：外观很好看很适合大学生电脑很喜欢，拿到手很流畅，直接一天下载好几个游戏,2,否,5,32G,1T,16
552,J***呓,2025-04-05,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,酷睿Ultra运行速度：开机相当迅速，运行非常快屏幕效果：色彩很正，屏幕很清晰。散热性能：目前没出现风扇疯狂转动的情况，运行很稳定。轻薄程度：很薄，携带便捷,0,该店铺购买≥2次,5,32G,1T,16
553,8***2,2025-03-09,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,运行速度：酷睿Ultra 开机相当迅速，常用软件秒开屏幕效果：色彩很正散热性能：运行稳定外形外观：非常精致轻薄程度：携带便捷运行速度：办公软件秒开,0,否,5,32G,1T,16
554,j***y,2025-05-03,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,联想Pro16 酷睿Ultra运行速度：很快，屏幕效果：大屏看着很舒服散热性能：很好这款电脑很好，之前的老联想屏幕太小了，换了这个感觉打开了新世界，果然还是大屏看着舒服,1,否,5,32G,1T,16
555,徒***菜,2025-07-07,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,收到时包装完整，裸机带适配电源，真的是纠结了很久不知道该买哪个，最后赶着国补一起入手的，之前的也是联想，用了快10年，日常可能就做个ppt剪辑视频，这个配置绝对够啦，屏幕清晰，开机迅速，运行基本没有声音，很满意。,2,否,5,32G,1T,14
556,j***s,2025-03-30,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,搭载“酷睿Ultra”，开机丝滑顺畅，无声音。金属外壳大气靓丽。使用一个下午，电量还剩一半，续航没问题。32G+1T，满足日常办公足够了。快充很便捷，是一次满意的购物体验。厚度很薄，携带方便。,1,否,5,32G,1T,16
557,z***l,2025-03-09,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,外形外观：颜值还是很可以的轻薄程度：很轻巧，背起来基本没什么感觉运行速度：酷睿Ultra 5 开机十几秒，程序运行流畅国补期间买性价比超高,0,否,5,32G,1T,16
558,泡***6,2025-02-23,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,酷睿UItra运行速度：想不到的快，非常给力！屏幕效果：视觉效果很好，色彩很正！散热性能：很好，目前还没有发现这样问题，运行正常外形外观：很轻薄，第一次买笔记本就是是看中了它！超级爱??,0,否,5,32G,1T,16
559,3***a,2025-02-21,【2025新款】Pro14英寸 OLED高刷 标压酷睿5 220H|24G 1T,非常好用，很赞运行速度：很快屏幕效果：很清楚，而且很帅散热性能：很好，电脑散热很不错哦外形外观：小巧可爱，我的是14寸，很方便携带的轻薄程度：蛮薄的，很不错啊,0,否,5,24G,1T,14
560,f***6,2025-03-13,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,酷睿Ultra开机速度贼快，16寸的大本特别轻薄，不愧为大厂， 屏幕清晰不刺眼，刷新率高，Windows和办公软件都有，非常方便，还有联想自带的好东东！散热也还不错。总体感觉良好！,0,该店铺购买≥2次,5,32G,1T,16
561,不***r,2025-05-10,【2025新款】Pro14英寸 OLED高刷 标压酷睿2代Ultra 5|32G 1T,终于买到小新啦，感觉比iPad大不了多少，很小巧，开机后键盘亮灯很好看，运行速度很快，还没有卡顿的情况。硬盘存储空间很大。,7,该店铺购买≥2次,5,32G,1T,14
562,j***l,2025-04-04,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,看了很久电脑，最后还是决定买这款联想小新。它的处理器是 酷睿 Ultra。外观简约大方，看着很舒服，轻薄本，14寸出差易携带又轻便。酷睿 Ultra 处理器运行稳定，开机也快，2.8k屏幕看起来也很清晰。,1,否,5,32G,1T,14
563,x***p,2025-03-21,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,酷睿Ultra 处理器的性能真的惊艳，运行流畅，续航比预期强很多，快充功能实用，外出办工无压力，散热良好，屏幕素质优秀，整体性价比高。,1,该店铺购买≥2次,5,32G,1T,14
564,9***9,2025-04-02,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,联想小新Pro14 整体配置合理，内置“酷睿Ultra”芯片，性能不用担心。外观时尚不失灵动。拥有一块很能打的120赫兹的高刷屏幕，色彩度也很饱满，性价比高！,0,否,5,32G,1T,14
565,散***猫,2025-02-25,【2025新款】Pro14英寸 OLED高刷 标压酷睿5 220H|24G 1T,之前的笔记本电脑已经力不从心了，出于对联想品牌的信任和国补的加持，果断入手小新pro14。看配置参数性价比可以说非常高，京东物流就是快，拿到后包装完好，机器外观圆润光滑，是大众喜欢的深灰色金属外壳。马上开机试用，激活过程毫无困难，屏幕显示清晰明亮，运行速度很快，平衡模式使用中听不到一点散热风扇的声音，机器背部发热很小。机器接口很全，小身材却有大功能，配备了100w的充电器，满血速度很快，也还预装了正版的office，对于小白来说用户来说非常省劲。总之对这款笔记本电脑还是很满意的，希望能多用几年不,0,否,5,24G,1T,14
566,芥***5,2025-03-26,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,小新pro16配备酷睿Ultra 新型芯片，16英寸屏幕看着太舒服了，性能强，容量大，运行声音很小。独立数字键盘使用方便。国补价格很实惠。整机质量2公斤以内，一只手也拿得起，方便出差携带。京东自营物流送货上门，快递小哥很负责。,0,否,5,32G,1T,16
567,m***i,2025-04-07,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,这款电脑性能不错，处理器很好，‘酷睿Ultra‘的核心，浅薄随身，颜值超高，超强续航全时可靠，质感非常好，整个颜色搭配也比较好，14寸的屏幕用起来正好，京东送货也比较给力。,2,该店铺购买≥2次,5,32G,1T,14
568,j***阳,2025-03-27,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,这台小新16pro搭载酷睿Ultra真的很不错??！高清屏幕、性能也不错，无论是办公还是游戏都能胜任??。手感也很舒服，外观颜值也是很不错，强烈推荐给小伙伴们！,0,该店铺购买≥2次,5,32G,1T,16
569,天***鱼,2025-02-19,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,酷睿Ultra5作为一个电脑的门外汉，就是看起来很好看，用起来很舒服屏幕效果：特别高清外形外观：很喜欢轻薄程度：很轻其他特色：键盘很好看，打字时候很舒服,3,否,5,32G,1T,14
570,3***e,2025-02-20,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,这款小新pro14确实很不错，搭载的是最新处理器‘酷睿UItra’，开机速度很快，而且外观也好看，配色简洁大方，续航能力也很强，机身比较轻薄，适合女生办公使用,0,否,5,32G,1T,14
571,S***Y,2025-05-01,【2025新款】Pro16英寸 OLED高刷 标压酷睿2代Ultra 5|32G 1T,建议购买联想国产顶级品牌的一流笔记本。反应速度非常快！正版操作系统可随意升级，这已是第五次购买联想笔记本！非常稳定！静音！,1,该店铺购买≥2次,5,32G,1T,16
572,晓***家,2025-04-30,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,性能怪兽，性价比很高，这款酷睿Ultra质量非常好，性能超乎想象。卖家服务态度很棒，发货速度快，非常满意！强烈值得推荐！非常不错，美中不足的是有一点重，要是能再轻点就更好了。,6,该店铺购买≥2次,5,32G,1T,16
573,张***吗,2025-03-17,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,酷睿Ultra这个机器做功课做了很久，一直想买一个能用很久的轻薄本，起初买的时候，我不喜欢这个灰色，想要银色，但是当我收到的时候，特别惊艳，灰色真的好高级，而且联想是我一直喜欢的品牌，因为还没用，所以我就单说外观，我真的很喜欢，客服也很有耐心，期待与它度过的一年又一年,0,该店铺购买≥2次,5,32G,1T,16
574,j***b,2025-07-26,14英寸酷睿版 标压酷睿Ultra 5|32G 1T,运行速度：还不错屏幕效果：还不错散热性能：还不错外形外观：还可以轻薄程度：比较薄散热能力：还可以运行速度：目前还行第一次买的无法开机，售后换货啦 ，换货收到的电脑可以正常开机，感觉很不错。,0,该店铺购买≥2次,5,32G,1T,14
575,j***3,2025-03-20,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,我购买的是联想小新14pro，酷睿Ultra，目前使用电脑触感很不错。运行速度：也很快散热性能：很好，没有感觉到电脑热，也没有声音屏幕效果：看着很舒服，清晰外形外观：如果能设计不同皮肤颜色的电脑就更好了轻薄程度：挺轻的，拿着不重,0,该店铺购买≥2次,5,32G,1T,14
576,j***e,2025-02-17,【超能轻薄】Pro14英寸 2.8K高刷 标压酷睿Ultra 5|32G 1T,酷睿Ultra 5系列谈谈感受:样子比较稳重，配置性价比高，又有国补非常划算的系列。主要是日常使用，对显卡要求不高，日常是没问题的。屏幕显示比较清晰，速度也比较快。个人非常满意！,0,该店铺购买≥2次,5,32G,1T,14
577,L***8,2025-02-06,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,联想的酷睿Ultra笔记本，价格很合适，非常不错，很推荐大家购买，国补还有优惠运行速度：非常的快屏幕效果：很好，很鲜艳散热性能：很安静，不卡顿外形外观：很好看轻薄程度：不错,0,否,5,32G,1T,16
578,一***圈,2025-03-03,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,这个联想笔记本电脑小新Pro16 AI超能本 高性能高，机身轻薄，屏幕够大，很舒服，酷睿Ultra5 内存硬盘 容量足够大，性价比高运行速度：快屏幕效果：好散热性能：好,0,该店铺购买≥2次,5,32G,1T,16
579,张***0,2025-02-19,【性能大屏】Pro16英寸 2.5K高刷 标压酷睿Ultra 5|32G 1T,联想小新16pro 酷睿Ultra运行速度：开机很快，电脑运行软件很快屏幕效果：分辨率和色彩都很好散热性能：风扇运行稳定外形外观：颜色好看轻薄程度：很薄，重量很轻,0,该店铺购买≥2次,5,32G,1T,16
580,j***e,2025-07-01,16英寸锐龙版 标压锐龙7 H 255|24G 1T,R7H255，新cpu，8核16线程，加速频率高达4.9GHz，完全不输R7 8745H。核显是780M，虽然没有NPU，但在日常办公和轻度游戏上表现非常出色。内存还可以自己更换拓展，扩展性非常强。办公无敌，即使是打打游戏，不是顶级3A大作也能应付一下。内存和硬盘配置也很给力，24GB DDR5内存和1TB PCIe 4.0 SSD，多任务处理毫无压力。硬盘是长江的，国产骄傲，电池是BYD的，惊喜不断，堆料满满啊。价格方面当然国补后更香。,2,该店铺购买≥2次,5,24G,1T,16
